case,variant,soft_iou,hard_iou,tex_corr,lesion_change,resid_mean_abs,psnr_brain_target
Mets_030,dit_seedA,0.9798427820205688,0.9848646521568298,0.9810886383056641,-0.02202555537223816,0.049132734537124634,32.07110671410473
Mets_030,dit_seedB,0.9798427820205688,0.9848646521568298,0.9810886383056641,-0.02202555537223816,0.04912543669342995,32.07110671410473
Mets_030,frozen,0.9798427820205688,0.9848646521568298,0.9810886383056641,-0.02202555537223816,0.04912839084863663,32.07110671410473
Mets_030,shuffled,0.9798427820205688,0.9848646521568298,0.9810886383056641,-0.02202555537223816,0.04913267865777016,32.07110671410473
Mets_030,identity,0.9784793853759766,0.9832730293273926,0.9773487448692322,-0.009655267000198364,0.0,33.267015060763654
Mets_030,noise,0.9762541055679321,0.9813497066497803,0.955903172492981,-0.008152484893798828,0.4678225815296173,32.579754661322006
Mets_030,mean_latent,0.9798427820205688,0.9848646521568298,0.9810886383056641,-0.02202555537223816,0.04911511763930321,32.07110671410473
Mets_031,dit_seedA,0.9829085469245911,0.988153874874115,0.9817869663238525,-0.02087801694869995,0.06961803883314133,29.439335630626232
Mets_031,dit_seedB,0.9829085469245911,0.988153874874115,0.9817869663238525,-0.02087801694869995,0.06961045414209366,29.439335630626232
Mets_031,frozen,0.9829085469245911,0.988153874874115,0.9817869663238525,-0.02087801694869995,0.06961341202259064,29.439335630626232
Mets_031,shuffled,0.9829085469245911,0.988153874874115,0.9817869663238525,-0.02087801694869995,0.06961782276630402,29.439335630626232
